RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2022~2022~51~Q12~TSC01~AGE~OVERALL,2022,2022,VA,Virginia,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,72.8,72.8,,,70.1,75.4,Age Group,65 years or older,,,POINT (-78.45789046299967 37.54268067400045),C03,TSC01,Q12,51,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~78~Q17~TAC01~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-64.896335 18.335765),C04,TAC01,Q17,78,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~56~Q03~TMC01~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-108.10983035299967 43.23554134300048),C05,TMC01,Q03,56,AGE,5064,RACE,HIS
BRFSS~2022~2022~56~Q08~TOC01~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-108.10983035299967 43.23554134300048),C01,TOC01,Q08,56,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~78~Q17~TAC01~AGE~SEX,2022,2022,VI,Virgin Islands,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Sex,Female,POINT (-64.896335 18.335765),C04,TAC01,Q17,78,AGE,AGE_OVERALL,SEX,FEMALE
BRFSS~2022~2022~51~Q37~TGC02~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Caregiving,Expect to provide care for someone in the next two years,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,%,PRCTG,Percentage,16.1,16.1,,,13.7,18.9,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),C07,TGC02,Q37,51,AGE,5064,RACE,WHT
BRFSS~2022~2022~55~Q41~TCC03~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,18.5,18.5,,,14.0,24.0,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-89.81637074199966 44.39319117400049),C06,TCC03,Q41,55,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~9004~Q15~TSC02~AGE~RACE,2022,2022,WEST,West,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,57.4,57.4,,,54.0,60.7,Age Group,Overall,Race/Ethnicity,Hispanic,,C03,TSC02,Q15,9004,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~50~Q17~TAC01~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,16.3,16.3,,,13.8,19.0,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-72.51764079099962 43.62538123900049),C04,TAC01,Q17,50,AGE,5064,RACE,WHT
BRFSS~2022~2022~54~Q27~TMC03~AGE~SEX,2022,2022,WV,West Virginia,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,16.7,16.7,,,14.6,19.0,Age Group,Overall,Sex,Male,POINT (-80.71264013499967 38.66551020200046),C05,TMC03,Q27,54,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2022~2022~50~Q09~TSC09~AGE~SEX,2022,2022,VT,Vermont,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,69.8,69.8,,,66.5,72.9,Age Group,Overall,Sex,Female,POINT (-72.51764079099962 43.62538123900049),C03,TSC09,Q09,50,AGE,AGE_OVERALL,SEX,FEMALE
BRFSS~2022~2022~55~Q12~TSC01~AGE~SEX,2022,2022,WI,Wisconsin,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,73.2,73.2,,,70.7,75.5,Age Group,65 years or older,Sex,Female,POINT (-89.81637074199966 44.39319117400049),C03,TSC01,Q12,55,AGE,65PLUS,SEX,FEMALE
BRFSS~2022~2022~51~Q34~TOC09~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,74.3,74.3,,,61.0,84.3,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-78.45789046299967 37.54268067400045),C01,TOC09,Q34,51,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~55~Q21~TAC03~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,%,PRCTG,Percentage,18.5,18.5,,,16.6,20.5,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-89.81637074199966 44.39319117400049),C04,TAC03,Q21,55,AGE,5064,RACE,WHT
BRFSS~2022~2022~56~Q19~TSC04~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-108.10983035299967 43.23554134300048),C03,TSC04,Q19,56,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~9004~Q37~TGC02~AGE~RACE,2022,2022,WEST,West,BRFSS,Caregiving,Expect to provide care for someone in the next two years,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,%,PRCTG,Percentage,15.8,15.8,&,Regional estimates may not represent all states in the region,8.3,28.0,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,C07,TGC02,Q37,9004,AGE,5064,RACE,NAA
BRFSS~2022~2022~55~Q10~TSC10~AGE~OVERALL,2022,2022,WI,Wisconsin,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,41.9,41.9,,,39.6,44.2,Age Group,Overall,,,POINT (-89.81637074199966 44.39319117400049),C03,TSC10,Q10,55,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~9004~Q16~TNC03~AGE~RACE,2022,2022,WEST,West,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,32.8,32.8,,,30.0,35.6,Age Group,Overall,Race/Ethnicity,Hispanic,,C02,TNC03,Q16,9004,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~9004~Q15~TSC02~AGE~RACE,2022,2022,WEST,West,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,50.2,50.2,,,38.9,61.5,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,C03,TSC02,Q15,9004,AGE,5064,RACE,NAA
BRFSS~2022~2022~53~Q45~TOC13~AGE~RACE,2022,2022,WA,Washington,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,%,PRCTG,Percentage,50.0,50.0,,,38.7,61.2,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-120.47001078999972 47.52227862900048),C01,TOC13,Q45,53,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~56~Q11~TSC11~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-108.10983035299967 43.23554134300048),C03,TSC11,Q11,56,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~55~Q38~TGC03~AGE~OVERALL,2022,2022,WI,Wisconsin,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,%,PRCTG,Percentage,79.0,79.0,,,75.1,82.4,Age Group,65 years or older,,,POINT (-89.81637074199966 44.39319117400049),C07,TGC03,Q38,55,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~51~Q37~TGC02~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Caregiving,Expect to provide care for someone in the next two years,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-78.45789046299967 37.54268067400045),C07,TGC02,Q37,51,AGE,5064,RACE,ASN
BRFSS~2022~2022~78~Q10~TSC10~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-64.896335 18.335765),C03,TSC10,Q10,78,AGE,5064,RACE,BLK
BRFSS~2022~2022~53~Q33~TOC08~AGE~RACE,2022,2022,WA,Washington,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,81.4,81.4,,,71.2,88.5,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-120.47001078999972 47.52227862900048),C01,TOC08,Q33,53,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~53~Q46~TOC10~AGE~RACE,2022,2022,WA,Washington,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,65.5,65.5,,,50.6,77.9,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-120.47001078999972 47.52227862900048),C01,TOC10,Q46,53,AGE,65PLUS,RACE,NAA
BRFSS~2022~2022~9004~Q08~TOC01~AGE~RACE,2022,2022,WEST,West,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),Number,MEAN,Mean,5.8,5.8,,,4.5,7.2,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,C01,TOC01,Q08,9004,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~50~Q12~TSC01~AGE~OVERALL,2022,2022,VT,Vermont,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,70.6,70.6,,,68.0,73.2,Age Group,Overall,,,POINT (-72.51764079099962 43.62538123900049),C03,TSC01,Q12,50,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~78~Q46~TOC10~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-64.896335 18.335765),C01,TOC10,Q46,78,AGE,5064,RACE,NAA
BRFSS~2022~2022~54~Q18~TSC08~AGE~RACE,2022,2022,WV,West Virginia,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,44.1,44.1,,,40.9,47.2,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-80.71264013499967 38.66551020200046),C03,TSC08,Q18,54,AGE,5064,RACE,WHT
BRFSS~2022~2022~78~Q19~TSC04~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-64.896335 18.335765),C03,TSC04,Q19,78,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~78~Q43~TOC11~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-64.896335 18.335765),C01,TOC11,Q43,78,AGE,65PLUS,RACE,NAA
BRFSS~2022~2022~51~Q32~TOC07~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,19.8,19.8,,,18.3,21.4,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),C01,TOC07,Q32,51,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~55~Q46~TOC10~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,32.9,32.9,,,31.4,34.4,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-89.81637074199966 44.39319117400049),C01,TOC10,Q46,55,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~53~Q34~TOC09~AGE~OVERALL,2022,2022,WA,Washington,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,74.7,74.7,,,73.4,75.9,Age Group,65 years or older,,,POINT (-120.47001078999972 47.52227862900048),C01,TOC09,Q34,53,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~54~Q19~TSC04~AGE~SEX,2022,2022,WV,West Virginia,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,96.3,96.3,,,94.5,97.5,Age Group,65 years or older,Sex,Female,POINT (-80.71264013499967 38.66551020200046),C03,TSC04,Q19,54,AGE,65PLUS,SEX,FEMALE
BRFSS~2022~2022~78~Q45~TOC13~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-64.896335 18.335765),C01,TOC13,Q45,78,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~78~Q21~TAC03~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-64.896335 18.335765),C04,TAC03,Q21,78,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~9004~Q11~TSC11~AGE~OVERALL,2022,2022,WEST,West,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,31.8,31.8,,,30.3,33.4,Age Group,Overall,,,,C03,TSC11,Q11,9004,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~55~Q07~TOC05~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,66.0,66.0,,,48.1,80.2,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-89.81637074199966 44.39319117400049),C01,TOC05,Q07,55,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~78~Q20~TSC03~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-64.896335 18.335765),C03,TSC03,Q20,78,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~51~Q42~TCC04~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,49.0,49.0,,,31.1,67.1,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),C06,TCC04,Q42,51,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~50~Q15~TSC02~AGE~OVERALL,2022,2022,VT,Vermont,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,83.0,83.0,,,80.2,85.5,Age Group,65 years or older,,,POINT (-72.51764079099962 43.62538123900049),C03,TSC02,Q15,50,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~9004~Q31~TCC02~AGE~RACE,2022,2022,WEST,West,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,26.0,26.0,&,Regional estimates may not represent all states in the region,21.8,30.8,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,C06,TCC02,Q31,9004,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~54~Q27~TMC03~AGE~SEX,2022,2022,WV,West Virginia,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,35.8,35.8,,,32.0,39.8,Age Group,50-64 years,Sex,Female,POINT (-80.71264013499967 38.66551020200046),C05,TMC03,Q27,54,AGE,5064,SEX,FEMALE
BRFSS~2022~2022~54~Q12~TSC01~AGE~RACE,2022,2022,WV,West Virginia,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-80.71264013499967 38.66551020200046),C03,TSC01,Q12,54,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~51~Q39~TGC04~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Caregiving,Intensity of caregiving among older adults,Average of 20 or more hours of care per week provided to a friend or family member,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-78.45789046299967 37.54268067400045),C07,TGC04,Q39,51,AGE,5064,RACE,NAA
BRFSS~2022~2022~78~Q13~TNC04~AGE~SEX,2022,2022,VI,Virgin Islands,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,26.2,26.2,,,16.3,39.1,Age Group,Overall,Sex,Male,POINT (-64.896335 18.335765),C02,TNC04,Q13,78,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2022~2022~53~Q20~TSC03~AGE~RACE,2022,2022,WA,Washington,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,21.0,21.0,,,11.7,34.6,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-120.47001078999972 47.52227862900048),C03,TSC03,Q20,53,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~55~Q17~TAC01~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,22.6,22.6,,,14.5,33.4,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-89.81637074199966 44.39319117400049),C04,TAC01,Q17,55,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~56~Q35~TOC03~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,,,~,No Data Available,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-108.10983035299967 43.23554134300048),C01,TOC03,Q35,56,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~9004~Q33~TOC08~AGE~SEX,2022,2022,WEST,West,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,79.0,79.0,,,77.8,80.1,Age Group,Overall,Sex,Male,,C01,TOC08,Q33,9004,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2022~2022~51~Q33~TOC08~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,80.6,80.6,,,69.3,88.4,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-78.45789046299967 37.54268067400045),C01,TOC08,Q33,51,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~54~Q21~TAC03~AGE~SEX,2022,2022,WV,West Virginia,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,%,PRCTG,Percentage,19.4,19.4,,,16.0,23.4,Age Group,50-64 years,Sex,Male,POINT (-80.71264013499967 38.66551020200046),C04,TAC03,Q21,54,AGE,5064,SEX,MALE
BRFSS~2022~2022~50~Q30~TCC01~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-72.51764079099962 43.62538123900049),C06,TCC01,Q30,50,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~55~Q19~TSC04~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-89.81637074199966 44.39319117400049),C03,TSC04,Q19,55,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~50~Q13~TNC04~AGE~OVERALL,2022,2022,VT,Vermont,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,26.6,26.6,,,24.1,29.2,Age Group,65 years or older,,,POINT (-72.51764079099962 43.62538123900049),C02,TNC04,Q13,50,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~51~Q46~TOC10~AGE~OVERALL,2022,2022,VA,Virginia,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,35.4,35.4,,,33.7,37.1,Age Group,Overall,,,POINT (-78.45789046299967 37.54268067400045),C01,TOC10,Q46,51,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~55~Q12~TSC01~AGE~SEX,2022,2022,WI,Wisconsin,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,81.3,81.3,,,78.7,83.7,Age Group,50-64 years,Sex,Female,POINT (-89.81637074199966 44.39319117400049),C03,TSC01,Q12,55,AGE,5064,SEX,FEMALE
BRFSS~2022~2022~56~Q43~TOC11~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-108.10983035299967 43.23554134300048),C01,TOC11,Q43,56,AGE,5064,RACE,HIS
BRFSS~2022~2022~54~Q32~TOC07~AGE~SEX,2022,2022,WV,West Virginia,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,32.2,32.2,,,28.2,36.6,Age Group,50-64 years,Sex,Male,POINT (-80.71264013499967 38.66551020200046),C01,TOC07,Q32,54,AGE,5064,SEX,MALE
